Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
Teh,100 ml,20.0,5.14,0.0,0.0
Es Teh Tawar,100 g,200.0,67.0,0.0,2.0
Teh Melati,100 g,0.0,0.0,0.0,0.0
Teh Botol Kemasan Kotak,100 ml,30.0,7.5,0.0,0.0
Lu Ve Litee Green Tea Ice Cream,100 ml,100.0,20.91,1.82,0.91
Taro Milk Tea,100 ml,79.8,14.0,2.4,0.4
Teh Pucuk Harum Less Sugar,100 ml,18.75,5.0,0.0,0.0
Ichi Ocha Teh Hijau,100 g,32.0,8.4,0.0,0.0
Garantea,100 ml,0.0,0.5,0.0,0.0
Milk Tea,100 ml,55.0,9.5,1.75,1.0
Hazelnut Milk Tea,100 ml,48.8,7.2,2.1,0.2
NRG,100 ml,0.0,0.0,0.0,0.0
Allure Green Tea Latte,100 g,458.33,70.83,18.75,4.17
Green Tea Jasmine,100 g,0.0,0.0,0.0,0.0
Iced Lemon Tea,100 ml,159.0,39.6,0.0,0.0
Teh Kotak Less Sugar,100 ml,23.33,6.33,0.0,0.0
Teh Kotak,100 ml,35.0,8.5,0.0,0.0
Teh Javana Gula Batu,100 ml,34.29,8.0,0.0,0.0
Honeyed Chrysanthemum Tea,100 g,6000.0,1800.0,0.0,0.0
NU Green Tea Madu,100 ml,40.0,9.5,0.0,0.0
Tesona,100 g,400.0,100.0,0.0,0.0
Jasmine Tea Original,100 ml,60.0,15.0,0.0,0.0
Teh Sosro Celup,100 g,0.0,0.0,0.0,0.0
Lemon Tea,100 g,428.57,100.0,0.0,0.0
Ichi Ocha Teh Melati,100 ml,30.3,7.58,0.0,0.0
Frestea Green,100 g,32.0,8.0,0.0,0.0
Fruit Tea (500ml),100 g,44.0,11.2,0.0,0.0
Ichi Ocha Green Tea Honey,100 ml,36.0,8.8,0.0,0.0
Teh Pucuk Harum,100 ml,29.17,7.5,0.0,0.0
Jasmine Tea,100 ml,35.0,8.5,0.0,0.0
Frestea Apel (Botol),100 ml,44.0,11.2,0.0,0.0
Teh Oolong,100 ml,26.67,7.11,0.0,0.0
Green Tea Jasmine,100 ml,23.33,6.0,0.0,0.0
Caáya,100 ml,22.73,5.91,0.0,0.0
Thai Tea,100 ml,70.0,12.0,2.0,0.0
Frestea Apel,100 g,40.0,9.6,0.0,0.0
Iced Hibiscus Tea Lemonade,100 g,21.75,5.37,0.0,0.0
NU Green Tea Less Sugar,100 ml,20.0,5.2,0.0,0.0
Teh Bunga Kekwa,100 g,44.0,10.8,0.0,0.0
Fruit Tea (200ml),100 ml,40.0,11.0,0.0,0.0
Teh Rio,100 ml,36.84,8.95,0.0,0.0
Teh Botol (Botol),100 ml,20.0,7.71,0.0,0.0
Green Tea,100 ml,40.0,9.71,0.0,0.0
Green Tea Honey Lemon,100 ml,47.62,11.43,0.0,0.0
Chocolate Green Tea Spread,100 g,600.0,60.0,35.0,5.0
Tematik Instant Teh Tarik,100 g,416.67,83.33,6.25,4.17
Liang Cha,100 ml,20.0,4.86,0.0,0.0
Ichi Ocha Teh Melati,100 ml,33.33,7.92,0.0,0.0
Milk Tea,100 g,400.0,70.0,10.0,10.0
Tapioca Tea Latte Ice Bar,100 ml,171.88,23.44,7.81,1.56
Teh Gelas Less Sugar,100 ml,20.0,5.0,0.0,0.0
Thai Milk Tea,100 ml,60.0,9.6,2.0,0.8
Teh Tarik,100 g,10000.0,1600.0,400.0,0.0
Mango Tea,100 ml,48.0,12.0,0.0,0.0
Milk Green Tea,100 ml,67.74,8.06,1.94,1.29
Fruit Tea Freeze,100 ml,34.29,8.29,0.0,0.0
Tebs Sparkling Mix Fruit,100 ml,39.39,10.3,0.0,0.0
My Tea Less Sugar,100 ml,17.78,4.0,0.0,0.0
Frestea Lychee,100 g,32.0,8.0,0.0,0.0
Slimming Tea Double Strength,100 g,239.0,70.0,0.0,2.0
Fruit Tea Apel,100 ml,32.0,7.6,0.0,0.0
Slimming Tea,100 ml,213.0,70.0,0.0,3.0
Iced Tea Peach,100 g,7000.0,1700.0,0.0,0.0
Teh Melati,100 ml,24.0,6.4,0.0,0.0
Natsbee Honey Lemon,100 ml,40.0,9.6,0.0,0.0
Thai Tea,100 ml,58.18,2.55,1.38,8.84
Milk Tea,100 ml,60.4,8.9,2.6,0.3
Tematik Instant Matcha Latte,100 g,440.0,80.0,14.0,4.0
Bakmi Mewah Goreng Rasa Bulgogi,100 g,400.0,48.0,18.0,12.0
Honey Citron Tea,100 g,300.0,70.0,0.0,0.0
Matcha Red Bean Smoothie,100 ml,76.8,13.4,2.1,0.9
Teh Kotak Melati,100 ml,35.0,8.5,0.0,0.0
Milk Tea Caramel,100 g,434.78,78.26,13.04,4.35
Green Tea Jasmine,100 ml,23.33,5.67,0.0,0.0
Pearl Milk Tea,100 ml,74.8,13.4,2.2,0.2
Tebs,100 ml,40.0,10.0,0.0,0.0
Yuzu Tea,100 ml,40.0,9.71,0.0,0.0
Pure Matcha,100 g,375.0,75.0,0.0,25.0
Rasa Apel,100 ml,50.0,12.0,0.0,0.0
Apple Tea,100 g,9000.0,2300.0,0.0,0.0
Teh Tarik,100 g,475.0,77.5,15.0,2.5
Teh Hijau Celup,100 g,500.0,100.0,0.0,0.0
Rosella Hibiscus Tea,100 g,5.0,2.0,0.0,0.0
