Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
"Beef Yakiniku, Masakan",100,132.0,20.7,1.1,9.8
Brongkos,100,141.0,12.6,3.3,15.3
"Bulgogi, Masakan",100,72.0,1.4,4.9,11.4
"Chicken Teriyaki, Masakan",100,168.0,7.5,9.6,13.0
"Chikiniku, Masakan",100,143.0,22.8,1.4,9.8
"Coto Mangkasara, Kuda, Masakan",100,96.0,3.8,5.9,6.8
"Coto Mangkasara, Sapi, Masakan",100,84.0,1.4,6.0,6.0
"Djibokum, Masakan",100,248.0,40.9,2.3,10.0
"Empal (Daging) Goreng, Masakan",100,248.0,10.1,6.9,36.2
Gulai Kambing,100,126.0,6.2,9.4,4.2
"Jangang Bintatoeng, Masakan",100,107.0,16.5,2.2,5.3
"Kalio Ayam, Masakan",100,203.0,4.4,13.5,16.0
"Kalio Jeroan, Masakan",100,163.0,4.1,9.0,16.5
"Kalio Kikil (Tunjang), Masakan",100,122.0,3.9,5.7,13.8
"Kalio Otak, Masakan",100,157.0,11.4,8.8,8.1
"Lawar Babi, Masakan",100,174.0,3.0,10.0,17.0
"Lawar Penyu, Masakan",100,141.0,7.6,1.5,23.0
"Lawara Jangang, Masakan",100,159.0,10.1,10.9,5.0
"Naan Maran Sapi, Masakan",100,478.0,5.1,33.9,38.3
"Nasu Likku, Masakan",100,196.0,15.9,8.3,14.5
"Oramu Ninahu Ndawa Olaho, Masakan",100,117.0,4.3,5.0,13.7
"Paniki Masak Santan, Masakan",100,460.0,7.2,35.2,28.5
"Pelolah Manuk, Masakan",100,219.0,4.4,13.6,19.7
"Rawon, Masakan",100,60.0,4.0,2.5,5.4
"Rendang Sapi, Masakan",100,193.0,7.8,7.9,22.6
"Rw, Anjing, Masakan",100,198.0,0.9,10.7,24.6
"Sate, Penyu, Masakan",100,179.0,13.3,3.5,22.5
"Sate Pusut, Masakan",100,274.0,13.6,18.6,12.9
"Penyu, Serapah, Masakan",100,174.0,2.2,12.2,13.1
"Sie Reuboh, Masakan",100,474.0,11.7,42.5,11.2
"Sop Buntut, Masakan",100,71.0,2.2,3.6,7.5
"Sop Daging Sapi, Masakan",100,49.0,5.3,0.5,5.8
"Sop Kaki Sapi, Masakan",100,68.0,3.7,1.9,9.0
"Sop Kambing, Masakan",100,34.0,1.1,0.8,5.5
"Sop Konro, Masakan",100,71.0,4.5,2.6,7.4
"Sop Saudara, Masakan",100,89.0,3.9,5.0,7.2
"Soto Bandung, Masakan",100,42.0,2.8,1.7,3.9
"Soto Banjar, Masakan",100,110.0,3.2,9.5,2.9
"Soto Betawi, Masakan",100,135.0,11.5,8.8,2.5
"Soto Jeroan, Masakan",100,92.0,1.4,4.3,11.8
"Soto Kudus, Masakan",100,38.0,1.8,2.3,2.6
"Soto Madura, Masakan",100,60.0,1.3,4.5,3.5
"Soto Padang, Masakan",100,127.0,11.0,6.6,5.9
"Soto Pekalongan, Masakan",100,94.0,5.1,6.8,3.0
"Soto Pemalang, Masakan",100,75.0,3.5,5.2,3.6
"Soto Sukaraja, Masakan",100,80.0,9.0,3.5,3.2
"Soto Sulung, Masakan",100,86.0,0.0,8.5,2.3
"Sukiyaki, Masakan",100,75.0,12.2,0.4,5.6
"Tedong Pallu Basa, Masakan",100,83.0,2.8,3.4,10.4
"Tikus Rica, Masakan",100,257.0,3.8,18.5,18.8
"Tinoransa, Masakan",100,516.0,0.0,49.5,17.7
"Belut, Segar",100,70.0,1.0,0.8,14.6
"Belut,Laut, Segar",100,93.0,6.1,1.5,12.8
"Cumi-Cumi, Segar",100,75.0,0.1,0.7,16.1
"Ikan Bader, Segar",100,193.0,0.0,13.0,19.0
"Ikan Balong, Segar",100,107.0,1.5,3.9,16.5
"Ikan Bambangan, Segar",100,112.0,3.7,1.3,20.0
"Ikan Bandeng, Segar",100,123.0,0.0,4.8,20.0
"Ikan Banjar, Segar",100,111.0,4.8,0.9,19.4
"Ikan Baronang, Segar",100,78.0,3.7,0.6,14.5
"Ikan Batung, Segar",100,115.0,4.2,4.6,14.5
"Ikan Baung, Segar",100,123.0,3.3,5.5,15.1
"Ikan Bawal, Segar",100,91.0,0.0,1.7,19.0
"Ikan Belida, Segar",100,80.0,2.2,1.4,14.7
"Ikan Beunteur, Segar",100,109.0,0.0,4.0,17.0
"Ikan Biawan, Segar",100,90.0,2.1,2.5,14.9
"Ikan Bili, Segar",100,88.0,6.2,0.7,14.2
"Ikan Bubara, Segar",100,100.0,4.9,2.4,14.7
"Ikan Bulan-Bulan, Segar",100,134.0,5.0,1.3,25.5
"Ikan Cakalang, Segar",100,107.0,5.5,0.7,19.6
"Ikan Cakalang, Hati, Segar",100,120.0,10.0,3.9,11.3
"Ikan Cakalang, Jantung, Segar",100,116.0,10.2,1.2,11.2
"Ikan Cakalang, Perut, Segar",100,86.0,8.7,1.1,10.2
"Ikan Daun, Segar",100,101.0,4.6,4.1,11.5
"Ikan Ekor Kuning, Segar",100,108.0,2.1,1.2,22.3
"Ikan Gabus, Segar",100,80.0,2.6,0.5,16.2
"Ikan Heu, Segar",100,81.0,6.6,1.6,10.0
"Ikan Hitam, Segar",100,101.0,6.7,3.7,10.3
"Ikan Hiu, Segar",100,57.0,2.2,0.3,10.7
"Ikan Kacangan, Segar",100,77.0,1.6,0.9,15.6
"Ikan Kakap, Segar",100,92.0,0.0,0.7,20.0
"Ikan Kakatua, Segar",100,82.0,6.4,1.2,11.4
"Ikan Kalaban, Segar",100,77.0,1.3,0.7,16.4
"Ikan Kamera (Kakap Merah), Segar",100,86.0,0.0,0.8,19.7
"Ikan Kapar, Segar",100,132.0,0.8,6.7,17.0
"Ikan Kawalinya, Segar",100,110.0,5.4,4.2,12.6
"Ikan Keru-Keru, Segar",100,93.0,0.8,2.1,16.5
"Ikan Kima, Segar",100,70.0,5.2,0.7,10.8
"Ikan Lais, Segar",100,161.0,2.4,11.5,11.9
"Ikan Layang, Segar",100,109.0,0.0,1.7,22.0
"Ikan Layur, Segar",100,144.0,0.4,1.0,18.0
"Ikan Lehoma, Segar",100,90.0,0.0,0.9,20.4
"Ikan Lemuru, Segar",100,112.0,0.0,3.0,20.0
"Ikan Lidah, Segar",100,104.0,2.0,3.2,15.6
"Ikan Malalugis, Segar",100,99.0,0.9,1.4,20.6
"Ikan Mamar Merah, Segar",100,115.0,4.4,4.0,15.3
"Ikan Mas, Segar",100,86.0,0.0,2.0,16.0
"Ikan Mayong, Segar",100,97.0,0.4,2.0,17.9
"Ikan Mujahir, Segar",100,89.0,0.0,1.0,18.7
"Ikan Nasu Metti, Segar",100,154.0,10.5,5.0,16.8
"Ikan Paling, Segar",100,303.0,0.0,27.0,14.0
"Ikan Papuyu/ Betok, Segar",100,120.0,4.6,4.9,14.3
"Ikan Patin, Segar",100,132.0,1.1,6.6,17.0
"Ikan Pomo, Segar",100,147.0,2.6,5.2,22.5
"Ikan Puntin, Segar",100,76.0,2.2,1.1,14.4
"Ikan Saluang, Segar",100,113.0,3.4,4.9,13.9
"Ikan Sarden, Segar",100,109.0,3.4,1.8,19.9
"Ikan Selar, Segar",100,100.0,0.0,2.2,18.8
"Ikan Sepat, Segar",100,84.0,4.7,0.6,15.2
"Ikan Sidat, Segar",100,81.0,3.8,1.9,11.4
"Ikan Sunu, Segar",100,111.0,6.7,3.4,13.3
"Ikan Tahuman, Segar",100,88.0,4.1,0.9,15.9
"Ikan Tarmon, Segar",100,96.0,2.0,1.1,19.5
"Ikan Telan, Segar",100,95.0,6.5,0.7,15.8
"Ikan Tembang, Segar",100,204.0,0.0,15.0,16.0
"Ikan Tempahas, Segar",100,101.0,1.0,4.1,15.1
"Ikan Terbang, Segar",100,98.0,1.0,1.7,19.6
"Ikan Teri, Segar",100,74.0,4.1,1.4,10.3
"Ikan Titang, Segar",100,82.0,2.3,0.4,17.4
"Ikan Tongkol, Segar",100,100.0,8.0,1.5,13.7
"Ikan Turi, Segar",100,96.0,0.2,2.0,19.2
"Keong, Segar",100,64.0,2.0,1.0,12.0
"Kepiting, Segar",100,151.0,14.1,3.8,13.8
"Kerang, Segar",100,101.0,3.9,2.6,14.4
"Kodok, Segar",100,73.0,0.0,0.3,16.4
"Kura-Kura, Segar",100,83.0,0.0,0.2,19.1
"Kuro, Segar",100,87.0,1.0,2.2,16.0
"Lokan, Segar",100,217.0,5.1,1.7,11.0
"Rajungan, Segar",100,76.0,2.4,2.0,12.1
"Rebon, Udang Kecil, Segar",100,81.0,0.7,1.2,16.2
Rusip,100,110.0,11.7,2.0,11.5
"Udang Galah, Segar",100,81.0,3.0,0.3,16.5
"Udang, Besar, Segar",100,56.0,1.2,0.6,11.4
"Udang, Segar",100,91.0,0.1,0.2,21.0
"Ikan Gurame, Segar",100,127.0,0.0,5.6,18.0
"Ikan, Nila",100,128.0,0.18,0.18,16.79
"Seafood, Lobster, Mentah, Segar",100,112.0,2.43,1.51,20.6
"Bekicot, Dendeng, Mentah",100,441.0,15.8,20.3,48.7
"Belut, Goreng",100,417.0,32.0,19.4,25.9
"Cumi-Cumi, Goreng",100,265.0,0.0,10.1,40.6
"Ikan Asin, Kering",100,193.0,0.0,1.5,42.0
"Ikan Bandeng Presto, Masakan",100,296.0,11.3,20.3,17.1
Ikan Baung Bakar,100,144.0,5.2,5.8,17.8
Ikan Belida Bakar,100,128.0,7.2,3.0,18.0
"Ikan Cakalang Asap, Mentah",100,204.0,1.9,5.6,34.2
"Ikan Cakalang Asin, Mentah",100,198.0,5.5,2.2,36.5
"Ikan Calo/ Peda, Mentah",100,81.0,3.8,1.9,11.4
"Ikan Gabus Asap, Mentah",100,261.0,21.9,2.3,38.1
"Ikan Gabus, Kering",100,268.0,0.0,4.0,58.0
"Ikan Gete, Goreng",100,267.0,0.2,19.4,23.1
"Ikan Hiu, Kering",100,298.0,20.2,3.6,46.3
"Ikan Katombo, Asin",100,162.0,0.3,2.8,31.7
"Ikan Kayu, Kering",100,302.0,0.4,1.9,70.7
Ikan Lais Bakar,100,147.0,5.4,6.5,17.5
"Ikan Lomak Asin, Mentah",100,258.0,18.9,2.3,40.3
Ikan Mas Pepes,100,209.0,11.8,11.3,15.2
Ikan Mujahir Goreng,100,416.0,0.0,23.9,46.9
Ikan Mujahir Pepes,100,121.0,0.8,2.8,21.7
"Ikan Mujahir, Dendeng, Mentah",100,582.0,37.2,15.2,68.3
"Ikan Papuyu, Bakar",100,152.0,6.7,6.1,17.6
"Ikan Patin, Bakar",100,144.0,4.3,6.3,17.5
"Ikan Peda Banjar, Mentah",100,156.0,2.0,4.0,28.0
"Ikan Pepetek, Mentah",100,176.0,2.0,4.4,32.0
"Ikan Pindang Banjar, Mentah",100,157.0,1.8,4.2,28.0
"Ikan Pindang Benggol, Mentah",100,170.0,0.0,4.2,31.0
"Ikan Pindang Layang, Mentah",100,153.0,0.0,2.8,30.0
"Ikan Pindang Selar, Mentah",100,142.0,0.0,3.0,27.0
"Ikan Sale, Mentah",100,534.0,4.9,39.3,40.2
"Ikan Sale Lais, Mentah",100,415.0,2.9,17.6,61.3
"Ikan Saluang, Kering, Mentah",100,284.0,14.6,9.9,34.1
"Ikan Sanggang, Masakan",100,240.0,20.7,7.7,21.7
"Ikan Selar Kuning, Cue, Mentah",100,138.0,0.0,3.3,27.0
"Ikan Selar, Kering, Mentah",100,194.0,0.0,3.5,38.0
"Ikan Sepat, Kering, Mentah",100,289.0,0.0,14.0,38.0
"Ikan Sunu, Asin, Mentah",100,199.0,7.1,3.8,34.1
"Ikan, Tepung, Mentah",100,316.0,22.4,6.5,60.1
"Ikan Teri Nasi, Kering, Mentah",100,144.0,0.0,0.6,32.5
"Ikan Teri, Bubuk, Mentah",100,277.0,1.8,2.3,60.0
"Ikan Teri, Kering, Mentah",100,170.0,0.0,3.0,33.4
"Ikan Teri, Kering, Tawar, Mentah",100,331.0,0.0,4.2,68.7
"Ikan Teri, Tepung, Mentah",100,347.0,19.6,6.4,48.8
"Kerang, Asap, Mentah",100,393.0,29.4,13.3,38.9
"Kerang, Dendeng, Mentah",100,357.0,25.6,10.0,41.1
"Rebon, Kering, Mentah",100,299.0,3.2,3.6,59.4
"Rebung Laut, Mentah",100,320.0,63.3,4.2,7.2
Sardines Dalam Kaleng,100,338.0,1.0,27.0,21.1
"Teripang, Dendeng, Mentah",100,462.0,3.5,32.4,39.1
"Udang Kering, Mentah",100,278.0,2.2,4.1,62.6
"Udang Papay, Mentah",100,273.0,12.5,3.8,47.8
Abon Haruwan,100,513.0,21.3,37.0,23.7
Abon Ikan,100,435.0,36.1,20.2,27.2
"Betok Wadi, Masakan",100,145.0,4.1,7.0,16.3
"Bou Ninahu Ndamate, Masakan",100,79.0,1.1,1.0,6.3
"Bouiki Ninahu Nggaluku, Masakan",100,94.0,10.8,2.2,7.8
Cakalang Asar (Asap),100,155.0,10.2,3.8,20.1
"Dendeng Belut, Goreng, Masakan",100,382.0,8.0,14.1,55.7
"Dendeng Mujahir, Goreng, Masakan",100,598.0,9.2,26.9,74.3
Fillet O-Fish,100,270.0,19.3,15.9,12.3
"Gete Kuah Asam, Masakan",100,75.0,6.0,2.0,8.2
"Gulai Asam Keueung, Masakan",100,52.0,1.8,0.5,10.0
"Gulai Ikan Paya, Masakan",100,148.0,5.0,9.8,10.0
"Gulai Ikan, Masakan",100,106.0,2.5,3.3,16.5
"Gulai Keumamah, Masakan",100,110.0,3.2,8.2,5.9
"Gulai Tiram, Masakan",100,132.0,7.8,7.2,9.0
"Gurame Asem Manis, Masakan",100,192.0,12.7,10.1,12.7
"Ikan Asar Merah, Masakan",100,146.0,5.6,5.9,17.7
"Jambal Goreng, Masakan",100,286.0,2.3,9.2,48.5
"Jukku Pallu Kaloa, Masakan",100,15.0,8.8,4.3,15.2
"Kaholeo, Masakan",100,413.0,29.8,19.8,28.7
Lawara Penjah,100,207.0,9.6,15.4,7.4
"Model, Masakan",100,79.0,8.6,4.0,2.2
"Mujahir Acar Kuning, Masakan",100,330.0,12.1,23.4,17.8
"Parede Baleh, Masakan",100,87.0,5.5,2.5,10.5
"Pempek Adaan, Masakan",100,162.0,27.8,3.0,4.9
"Pempek Belida, Masakan",100,156.0,31.6,1.4,4.2
"Pempek Kapal Selam, Masakan",100,152.0,28.2,2.3,4.5
"Pempek Kelesan, Masakan",100,211.0,26.6,6.1,12.3
"Pempek Kulit, Masakan",100,243.0,39.1,7.3,5.2
"Pempek Telur, Masakan",100,156.0,28.3,2.7,4.7
"Pempek Tenggiri, Masakan",100,173.0,33.4,1.2,7.2
"Pencok Lele, Masakan",100,372.0,3.5,36.3,7.8
Pinda,100,107.0,0.4,0.6,15.9
"Pindang Kenari, Masakan",100,124.0,0.0,9.6,9.5
"Saboko Gurita, Masakan",100,87.0,2.6,1.5,15.7
"Saboko Saltan, Masakan",100,113.0,3.0,3.6,17.1
"Saboko Sardin, Masakan",100,110.0,4.9,4.3,12.9
Sate Bandeng,100,283.0,20.9,16.8,12.1
"Sepi, Masakan",100,88.0,10.6,1.6,7.9
"Tekwan, Masakan",100,53.0,9.4,0.9,1.9
"Teri Belado, Masakan",100,365.0,17.5,22.3,23.7
"Tumis Bandeng, Masakan",100,189.0,0.6,15.7,11.3
Tumis Keumamah,100,300.0,15.5,20.0,14.5
"Telur Ayam Kampung, Segar",100,174.0,1.2,14.0,10.8
"Telur Ayam Ras, Segar",100,154.0,0.7,10.8,12.4
"Telur Ayam Ras, Bagian Kuning, Segar",100,355.0,0.7,31.9,16.3
"Telur Ayam Ras, Bagian Putih, Segar",100,50.0,0.8,0.0,10.8
"Telur Bebek Alabio, Segar",100,187.0,3.0,14.2,11.8
"Telur Bebek, Bagian Kuning, Segar",100,386.0,0.8,35.0,17.0
"Telur Bebek, Bagian Putih, Segar",100,54.0,0.8,0.0,11.0
"Telur Bebek Tambak, Segar",100,187.0,7.9,12.4,10.9
"Telur Burung Maleo, Segar",100,436.0,0.4,36.3,26.5
"Telur Penyu, Segar",100,136.0,2.7,10.1,8.6
"Telur Burung Puyuh, Segar",100,116.0,1.6,7.0,10.7
"Telur Ayam, Dadar, Masakan",100,251.0,1.4,19.4,16.3
"Telur Bebek, Asin, Mentah",100,179.0,4.4,13.3,13.6
"Telur Bebek, Dadar, Masakan",100,301.0,0.0,23.7,20.0
"Ikan, Telur, Asin, Mentah",100,358.0,9.4,26.4,20.7
"Bayau Mi Balu, Masakan",100,313.0,44.8,12.2,6.0
"Cucuru Bayau, Masakan",100,349.0,38.3,18.7,6.8
"Kalio Telur, Masakan",100,193.0,9.7,12.4,10.6
"Kepala Susu - Krim, Segar",100,204.0,4.0,20.0,2.6
Susu Ibu - Asi,100,62.0,7.0,3.2,1.5
"Susu Kambing, Segar",100,64.0,6.6,2.3,4.3
"Susu Kerbau, Segar",100,160.0,7.1,12.0,6.3
"Susu Kuda, Segar",100,40.0,5.4,1.1,2.0
"Susu Sapi, Segar",100,61.0,4.3,3.5,3.2
Es Krim,100,210.0,20.6,12.5,4.0
Hangop,100,65.0,3.5,1.0,10.0
Keju,100,326.0,13.1,20.3,22.8
Kwark (Quark),100,242.0,3.0,17.0,19.0
"Susu Asam Untuk Bayi, Bubuk",100,418.0,65.5,9.0,19.0
Susu Kental Tak Manis,100,138.0,9.9,7.9,7.0
"Susu Skim, Bubuk",100,359.0,52.0,1.0,35.6
"Susu Skim, Segar",100,36.0,5.1,0.1,3.5
"Yoghurt, Segar",100,52.0,4.0,2.5,3.3
"Kelapa Setengah Tua, Daging, Segar",100,180.0,10.0,15.0,4.0
"Kelapa Tua, Daging, Segar",100,359.0,14.0,34.7,3.4
Lemak Babi (Lard),100,902.0,0.0,100.0,0.0
Lemak Babi (Bacon),100,626.0,1.1,65.0,9.1
Lemak Ikan,100,372.0,14.4,29.4,12.0
Lemak Kerbau (Lemak Sapi),100,818.0,0.0,90.0,1.5
"Minyak Hiu, Hati",100,902.0,0.0,100.0,0.0
Minyak Ikan,100,902.0,0.0,100.0,0.0
Minyak Kacang Tanah,100,902.0,0.0,100.0,0.0
Minyak Kedelai,100,883.0,0.0,99.9,0.0
Minyak Kelapa,100,870.0,0.0,98.0,1.0
Minyak Kelapa Sawit,100,884.0,0.0,100.0,0.0
Minyak Wijen,100,881.0,0.0,99.7,0.2
Margarin,100,720.0,0.4,81.0,0.6
Mentega,100,742.0,1.4,81.6,0.5
Santan (Dengan Air),100,122.0,7.6,10.0,2.0
Santan Murni,100,324.0,5.6,34.3,4.2
"Coklat Manis, Batang",100,527.0,62.7,29.8,2.0
"Coklat Pahit,Batang",100,615.0,29.2,42.6,5.5
"Coklat Susu, Batang",100,565.0,53.6,35.0,9.0
Gula Kelapa,100,386.0,76.0,10.0,3.0
Gula Putih,100,394.0,94.0,0.0,0.0
"Jam, Selai",100,239.0,64.5,0.6,0.5
Kopi Bubuk Instant,100,129.0,35.0,0.5,12.3
Madu,100,294.0,79.5,0.0,0.3
Markisa Squash,100,217.0,49.6,1.0,2.5
"Markisa Squash, Bd",100,104.0,23.7,0.5,1.2
Melase,100,276.0,71.0,0.1,
Sirup,100,213.0,55.0,0.0,0.0
Sirup Pirous,100,228.0,55.9,0.4,0.2
Teh Hijau Daun Kering,100,300.0,53.6,4.8,28.3
Teh Hitam Daun Kering,100,293.0,58.8,2.8,24.5
Teh Melati Daun Kering,100,299.0,59.0,3.5,24.1
"Asam Arang Coklat, Segar",100,130.0,30.9,1.1,0.5
"Asam Arang Merah, Segar",100,99.0,20.3,1.6,0.8
"Asan Kandis, Kering",100,261.0,63.3,1.6,0.9
"Asam Kandis, Segar",100,75.0,16.1,1.1,0.2
"Asam Masak Pohon, Segar",100,267.0,62.5,0.6,2.8
"Asam Payak, Segar",100,135.0,32.1,0.4,0.8
"Bawang Merah, Segar",100,46.0,9.2,0.3,1.5
"Bawang Putih, Segar",100,112.0,23.1,0.2,4.5
"Boros Kunci, Segar",100,40.0,7.2,0.8,1.0
"Boros Laja (Lengkuas), Segar",100,26.0,4.7,0.3,1.0
"Cabai Gembor Merah, Segar",100,38.0,6.3,0.8,1.6
"Cabai Hijau, Segar",100,26.0,5.2,0.3,0.7
"Cabai Merah, Kering",100,367.0,61.8,6.2,15.9
"Cabai Merah, Segar",100,36.0,7.3,0.3,1.0
"Cabai Rawit, Segar",100,120.0,19.9,2.4,4.7
"Cengkeh, Kering",100,330.0,57.4,8.9,5.2
"Daun Salam,  Bubuk",100,301.0,49.0,10.9,14.2
"Jahe, Segar",100,51.0,10.1,1.0,1.5
Kemiri,100,675.0,8.0,63.0,19.0
"Ketumbar, Kering",100,418.0,54.2,16.1,14.1
Kluwek,100,310.0,13.5,24.0,10.0
"Kunyit, Segar",100,69.0,9.1,2.7,2.0
"Merica, Kering",100,365.0,64.4,6.8,11.5
"Pala, Biji, Kering",100,518.0,40.1,36.4,7.5
Balichong,100,152.0,22.9,0.8,13.2
Bekasam,100,116.0,6.1,4.9,11.9
Bekasang,100,78.0,3.6,2.0,11.4
Cuka,100,21.0,5.0,0.1,0.1
Kecap,100,71.0,9.0,1.3,5.7
Petis Ikan,100,165.0,20.8,0.2,20.0
Petis Udang Kering,100,345.0,59.3,1.4,23.8
Petis Udang Pasta,100,220.0,38.0,0.9,15.0
Saos Tomat,100,110.0,24.5,0.4,2.0
Tempoya,100,110.0,21.9,1.3,1.7
Terasi Dobo,100,191.0,6.6,3.6,33.1
Terasi Merah,100,174.0,5.6,3.5,30.0
Kefir,100,52.0,7.34,0.92,3.59
"Susu Kedelai, Chocolate",100,63.0,9.95,1.53,2.26
"Susu Kedelai, Light, Chocolate",100,47.0,8.24,0.64,2.1
"Susu Almond, Sweetened",100,38.0,6.59,1.04,0.42
"Susu Almond, Sweetened, Chocolate",100,50.0,9.38,1.25,0.63
"Susu Almond, Unsweetened",100,15.0,0.58,1.1,0.59
"Susu Almond, Unsweetened, Chocolate",100,21.0,1.25,1.46,0.83
"Yogurt, Greek, Plain",100,73.0,3.94,1.92,9.95
"Yogurt, Greek, Whole Milk, Plain",100,97.0,3.98,5.0,9.0
"Yogurt, Greek, Low Fat Milk, Plain",100,73.0,3.94,1.92,9.95
"Yogurt, Greek, Nonfat Milk, Plain",100,59.0,3.6,0.39,10.19
"Yogurt, Greek, Fruit",100,103.0,11.89,2.57,8.17
"Yogurt, Greek, Whole Milk, Fruit",100,106.0,12.29,3.0,7.33
"Yogurt, Greek, Low Fat Milk, Fruit",100,103.0,11.89,2.57,8.17
"Yogurt, Greek, Nonfat Milk, Fruit",100,82.0,12.07,0.15,8.05
"Yogurt, Greek, Flavors Other Than Fruit",100,95.0,9.54,2.5,8.64
"Yogurt, Greek, Whole Milk, Flavors Other Than Fruit",100,111.0,9.35,4.44,8.47
"Yogurt, Greek, Low Fat Milk, Flavors Other Than Fruit",100,95.0,9.54,2.5,8.64
"Yogurt, Greek, Nonfat Milk, Flavors Other Than Fruit",100,78.0,10.37,0.18,8.64
"Yogurt, Greek, With Oats",100,154.0,23.81,3.14,8.65
"Cream, Light",100,191.0,2.82,19.1,2.96
"Cream, Half And Half",100,123.0,4.73,10.39,3.13
"Cream, Half And Half, Flavored",100,122.0,4.92,10.19,3.07
"Cream, Half And Half, Fat Free",100,59.0,9.0,1.4,2.6
"Cream, Heavy",100,340.0,2.74,36.08,2.84
"Cream, Whipped",100,343.0,8.49,33.94,2.67
"Keju, Blue Or Roquefort",100,353.0,2.34,28.74,21.4
"Keju, Brick",100,371.0,2.79,29.68,23.24
"Keju, Camembert",100,300.0,0.46,24.26,19.8
"Keju, Brie",100,334.0,0.45,27.68,20.75
"Keju, Cheddar",100,404.0,3.09,33.31,22.87
"Keju, Cheddar, Reduced Fat",100,309.0,4.06,20.41,27.35
"Keju, Cheddar, Nonfat Or Fat Free",100,157.0,7.14,0.0,32.14
"Keju, Colby",100,394.0,2.57,32.11,23.76
"Keju, Colby Jack",100,384.0,1.62,31.2,24.12
"Keju, Feta",100,264.0,4.09,21.28,14.21
"Keju, Fontina",100,389.0,1.55,31.14,25.6
"Keju, Susu Kambing",100,360.0,0.76,28.85,23.52
"Keju, Gouda Or Edam",100,357.0,1.67,27.69,24.98
"Keju, Gruyere",100,413.0,0.36,32.34,29.81
"Keju, Limburger",100,327.0,0.49,27.25,20.05
"Keju, Monterey",100,373.0,0.68,30.28,24.48
"Keju, Monterey, Reduced Fat",100,313.0,0.7,21.6,28.2
"Keju, Mozzarella",100,295.0,5.58,19.78,23.75
"Keju, Mozzarella, Whole Milk",100,300.0,2.19,22.35,22.17
"Keju, Mozzarella, Part Skim",100,295.0,5.58,19.78,23.75
"Keju, Mozzarella, Reduced Sodium",100,280.0,3.1,17.1,27.5
"Keju, Mozzarella, Nonfat Or Fat Free",100,141.0,3.5,0.0,31.7
"Keju, Muenster",100,368.0,1.12,30.04,23.41
"Keju, Muenster, Reduced Fat",100,271.0,3.5,17.6,24.7
"Keju, Parmesan, Dry Grated",100,420.0,13.91,27.84,28.42
"Keju, Parmesan, Dry Grated, Reduced Fat",100,395.0,26.96,16.42,34.21
"Keju, Parmesan, Hard",100,392.0,3.22,25.83,35.75
"Keju, Parmesan, Dry Grated, Fat Free",100,370.0,40.0,5.0,40.0
"Keju, Port Du Salut",100,356.0,2.22,27.44,24.94
"Keju, Provolone",100,351.0,2.14,26.62,25.58
"Keju, Provolone, Reduced Fat",100,274.0,3.5,17.6,24.7
"Keju, Swiss",100,393.0,1.44,30.99,26.96
"Keju, Swiss, Reduced Sodium",100,374.0,3.4,27.4,28.4
"Keju, Swiss, Reduced Fat",100,179.0,3.4,5.1,28.4
"Keju, Swiss, Nonfat Or Fat Free",100,127.0,3.4,0.0,28.4
"Keju, Cheddar, Reduced Sodium",100,398.0,1.91,32.62,24.35
"Keju, Mexican Blend",100,358.0,1.75,28.51,23.54
"Keju, Mexican Blend, Reduced Fat",100,282.0,3.41,19.4,24.69
"Pork, Bagian Perut, Mentah",100,518.0,0.0,53.0,9.3
"Domba, Dimasak",100,292.0,0.0,20.77,24.32
"Irisan Daging Domba, Dimasak",100,313.0,0.0,22.89,24.96
Daging Domba Kurus,100,214.0,0.0,9.65,29.74
"Domba, Bagian Lengan Atas",100,274.0,0.0,19.8,22.32
"Domba, Bagian Lengan Atas, Kurus",100,202.0,0.0,10.68,24.73
"Domba, Bagian Iga, Dimasak",100,233.0,0.0,12.84,27.51
"Domba, Bagian Iga, Dimasak, Kurus",100,358.0,0.0,29.34,21.95
"Domba, Panggang",100,265.0,0.0,18.07,23.83
"Domba, Panggang, Kurus",100,196.0,0.0,9.18,26.4
"Kambing, Boiled",100,142.0,0.0,3.0,26.87
"Kambing, Fried",100,153.0,0.0,4.52,26.46
"Kambing, Baked",100,142.0,0.0,3.0,26.87
"Kepala Kambing, Dimasak",100,144.0,0.48,5.46,21.82
"Kambing, Bagian Iga, Dimasak",100,142.0,0.0,3.0,26.87
"Hati Sapi, Direbus",100,189.0,5.09,5.22,28.84
"Hati Sapi, Digoreng",100,174.0,5.12,4.64,26.3
"Hati Ayam, Direbus",100,166.0,0.86,6.46,24.26
"Hati Ayam, Digoreng",100,189.0,6.41,8.66,19.98
"Jantung (Jeroan), Cooked",100,164.0,0.15,4.69,28.24
"Ginjal (Jeroan), Cooked",100,157.0,0.0,4.61,27.04
"Brains (Jeroan), Cooked",100,150.0,1.47,10.44,11.57
"Lidah Sapi (Jeroan), Cooked",100,282.0,0.0,22.11,19.13
"Lidah Sapi (Jeroan), Smoked, Cured, Or Pickled, Cooked",100,277.0,0.0,21.74,18.8
"Babat, Dimasak",100,89.0,0.0,3.85,12.6
"Rahang Babi, Dimasak",100,250.0,0.0,15.96,26.52
"Ampela Sapi, Dimasak",100,153.0,0.0,2.66,30.14
"Salmon, Raw",100,127.0,0.0,4.4,20.5
